bigram,origin,G2,target_freq,target_share
focus emerging,discovered,1245.792582,493,0.561503
heightened geopolitical,discovered,1245.601083,261,0.996183
global players,discovered,1245.488600,784,0.371564
png lng,discovered,1245.306728,539,0.515296
government really,discovered,1245.049231,639,0.440994
residue gas,discovered,1244.933434,397,0.695271
crude differentials,discovered,1244.918609,525,0.528169
industrial energy,discovered,1244.868170,607,0.461597
automotive semiconductor,discovered,1244.738851,328,0.836735
uncertainty persists,discovered,1244.390241,320,0.855615
materials china,discovered,1244.379276,315,0.867769
projects government,discovered,1242.931160,408,0.675497
world increasingly,discovered,1242.799025,418,0.659306
consumption china,discovered,1242.747943,417,0.660856
chain availability,discovered,1242.682595,292,0.924051
impacted trade,discovered,1242.472545,322,0.849604
demand semiconductors,discovered,1241.587633,321,0.851459
domestic crude,discovered,1241.315106,328,0.834606
feedstock cost,discovered,1241.095194,473,0.582512
5g technology,discovered,1240.734976,494,0.558192
buy raw,discovered,1240.678880,447,0.615702
stronger dollar,discovered,1240.604505,1765,0.220680
sustainable way,discovered,1240.512827,1019,0.304999
manufacturing technologies,discovered,1239.883919,400,0.687285
gas volume,discovered,1239.399935,496,0.555431
energy high,discovered,1239.057820,420,0.654206
wholesale energy,discovered,1238.353135,390,0.703971
example technology,discovered,1238.084213,449,0.611717
east particularly,discovered,1237.917042,328,0.832487
especially south,discovered,1237.822726,571,0.485544
existing power,discovered,1237.767915,444,0.618384
resulting supply,discovered,1237.358015,298,0.905775
start supply,discovered,1236.994232,454,0.604527
better energy,discovered,1236.689070,410,0.668842
bit gas,discovered,1236.232676,486,0.565116
aluminum steel,discovered,1235.585622,451,0.607817
reduced energy,discovered,1235.585622,451,0.607817
oil coal,discovered,1234.781302,325,0.837629
demand fuel,discovered,1234.670056,410,0.667752
gas long,discovered,1234.591770,331,0.823383
growing gas,discovered,1234.074264,303,0.891176
america africa,discovered,1233.912710,782,0.369565
projects united,discovered,1233.731822,380,0.719697
parts china,discovered,1233.667687,454,0.602922
electric motor,discovered,1233.306785,484,0.566082
right china,discovered,1233.168845,577,0.479236
weaker global,discovered,1232.963101,315,0.860656
chain expect,discovered,1232.806703,406,0.673300
volatility remain,discovered,1232.785782,352,0.775330
gas powered,discovered,1231.753225,468,0.584270
ore exports,discovered,1231.323776,331,0.821340
inflation geopolitical,discovered,1231.079386,262,0.988679
inflation expected,discovered,1231.071931,536,0.512428
including inflation,discovered,1231.009884,417,0.654631
regarding trade,discovered,1230.768004,312,0.866667
gas spot,discovered,1230.690256,305,0.884058
kong government,discovered,1230.087034,311,0.868715
security technologies,discovered,1229.895461,383,0.711896
china currently,discovered,1229.265136,509,0.537487
brought covid,discovered,1228.902711,482,0.566392
terms sourcing,discovered,1228.338105,638,0.436389
supply project,discovered,1228.111107,296,0.905199
defense agencies,discovered,1227.938392,325,0.833333
events japan,discovered,1227.071278,401,0.678511
materials cost,discovered,1226.858728,855,0.343373
engineering procurement,discovered,1226.792076,753,0.379154
chip makers,discovered,1226.659342,407,0.668309
low power,discovered,1226.043397,1837,0.215131
efficient environmentally,discovered,1225.546919,310,0.868347
electric energy,discovered,1225.420845,439,0.619182
china lockdowns,discovered,1225.377835,367,0.739919
gas remain,discovered,1224.724448,286,0.928571
competitive supply,discovered,1224.704710,586,0.469551
price raw,discovered,1224.697032,898,0.330633
projects energy,discovered,1224.672342,410,0.662359
cost oil,discovered,1224.339572,579,0.474590
created covid,discovered,1224.091453,503,0.541442
headwinds global,discovered,1223.593455,317,0.849866
technologies allow,discovered,1223.219406,497,0.547357
increase exports,discovered,1223.195325,567,0.483376
government program,discovered,1222.909613,625,0.442635
carbon products,discovered,1222.750271,518,0.525888
gas important,discovered,1222.469178,329,0.820449
dollar market,discovered,1222.332751,831,0.349895
green steel,discovered,1221.524764,482,0.563084
china likely,discovered,1221.375575,338,0.799054
believe oil,discovered,1221.303244,426,0.635821
technologies high,discovered,1220.695372,370,0.731225
global food,discovered,1220.320737,557,0.490317
power sources,discovered,1220.103859,434,0.623563
countries different,discovered,1219.839290,741,0.382353
corona pandemic,discovered,1219.779749,573,0.477500
semiconductor company,discovered,1219.756865,599,0.458652
today energy,discovered,1219.430435,354,0.762931
liquid gas,discovered,1218.980944,352,0.766885
energy portfolio,discovered,1218.566390,931,0.320924
use coal,discovered,1218.227068,391,0.690813
coal exports,discovered,1218.227068,391,0.690813
rates remain,discovered,1217.660551,2075,0.202597
chain conditions,discovered,1217.326112,431,0.626453
semiconductor demand,discovered,1217.272752,396,0.681583
electricity distribution,discovered,1217.178944,586,0.466932
strong technology,discovered,1216.892328,829,0.349347
improved energy,discovered,1216.263657,352,0.765217
market chinese,discovered,1215.307784,459,0.587708
know europe,discovered,1215.196797,741,0.381173
covid variants,discovered,1215.137907,342,0.786207
chain constraint,discovered,1214.882648,311,0.859116
government fiscal,discovered,1214.594433,778,0.366463
unfair trade,discovered,1213.711294,314,0.850949
macro indicators,discovered,1213.629064,582,0.468599
reduction oil,discovered,1213.473987,424,0.634731
megawatt power,discovered,1213.333035,519,0.521084
political regulatory,discovered,1213.218829,423,0.636090
energy growth,discovered,1213.133009,458,0.587933
inflation risk,discovered,1212.646906,406,0.662316
technologies ve,discovered,1212.588268,619,0.443092
supply volumes,discovered,1212.455622,320,0.835509
outlook gas,discovered,1212.438479,326,0.821159
hydrogen storage,discovered,1211.977497,351,0.764706
negative rates,discovered,1211.705071,844,0.343508
disruptions covid,discovered,1211.440264,384,0.699454
capacity europe,discovered,1210.893842,707,0.394972
significant raw,discovered,1210.800478,441,0.609116
networking security,discovered,1210.301252,388,0.691622
customers data,discovered,1210.158401,828,0.348192
solutions cloud,discovered,1209.915816,514,0.524490
tariffs imports,discovered,1209.816696,286,0.919614
global enterprise,discovered,1208.953130,723,0.387252
private clouds,discovered,1208.911550,427,0.627941
quarter crude,discovered,1208.841512,432,0.620690
federal infrastructure,discovered,1208.831884,349,0.767033
data mining,discovered,1208.155558,640,0.428954
low global,discovered,1208.036111,337,0.792941
europe example,discovered,1207.823405,765,0.369744
given energy,discovered,1207.585417,358,0.747390
driven ai,discovered,1207.303014,522,0.515810
security portfolio,discovered,1207.099064,753,0.374254
supply projects,discovered,1206.957149,318,0.836842
thinking supply,discovered,1206.841895,369,0.724951
wholesale gas,discovered,1206.840814,324,0.822335
focus data,discovered,1206.564994,594,0.457627
power fuel,discovered,1206.556428,757,0.372539
decrease gas,discovered,1206.520585,342,0.780822
security continue,discovered,1206.513673,329,0.810345
respect gas,discovered,1206.513673,329,0.810345
regional demand,discovered,1206.490499,460,0.582278
expertise technology,discovered,1205.170931,500,0.536481
power supplies,discovered,1204.540320,844,0.341977
electricity energy,discovered,1204.010024,327,0.813433
middle distillates,discovered,1204.000601,433,0.616809
doing technology,discovered,1203.796516,513,0.522936
supply infrastructure,discovered,1203.526129,277,0.938983
new cloud,discovered,1203.454570,997,0.303224
technology plays,discovered,1203.299991,391,0.682373
volatility going,discovered,1203.260099,714,0.389738
american industrial,discovered,1203.142979,439,0.608033
mexico united,discovered,1202.992784,408,0.653846
complex global,discovered,1202.726921,445,0.599730
civil government,discovered,1202.349171,297,0.886567
happening europe,discovered,1202.166351,741,0.377868
areas cloud,discovered,1202.112824,328,0.809877
markets worldwide,discovered,1201.532354,614,0.442682
communications technology,discovered,1201.425814,484,0.551881
canada continue,discovered,1201.157239,585,0.462085
barrels crude,discovered,1201.001423,438,0.608333
lightbridge fuel,discovered,1200.857396,342,0.777273
suppliers including,discovered,1200.733835,383,0.695100
european demand,discovered,1200.714848,596,0.454268
related pandemic,discovered,1200.619148,772,0.365357
housing supply,discovered,1200.552008,515,0.519677
european central,discovered,1200.310460,537,0.499535
world leader,discovered,1199.559040,974,0.307449
increase import,discovered,1199.476550,314,0.841823
notably china,discovered,1198.617416,397,0.669477
northern mexico,discovered,1198.550437,383,0.693841
barrels storage,discovered,1198.411957,422,0.629851
digital health,discovered,1198.040013,1017,0.298240
coal export,discovered,1197.904493,378,0.702602
technology meet,discovered,1197.668592,411,0.646226
impacting supply,discovered,1197.636314,303,0.868195
projects middle,discovered,1197.616628,496,0.537378
technology related,discovered,1197.349097,871,0.332570
including gas,discovered,1196.675916,353,0.751064
technology build,discovered,1196.455411,539,0.496317
methane gas,discovered,1196.068783,282,0.921569
gas stations,discovered,1195.431452,866,0.333590
security segment,discovered,1195.270124,554,0.483421
policy government,discovered,1194.943998,405,0.654281
security really,discovered,1194.888344,336,0.786885
gas services,discovered,1194.416492,689,0.398958
opportunities oil,discovered,1194.312487,366,0.723320
services supply,discovered,1194.090599,412,0.642746
power producers,discovered,1193.769986,429,0.617266
ability export,discovered,1193.736570,367,0.721022
tariff deficit,discovered,1193.556648,583,0.460870
gas combined,discovered,1193.553367,321,0.820972
monetary fiscal,discovered,1193.191259,354,0.746835
class supply,discovered,1192.907339,404,0.654781
china exports,discovered,1192.809610,328,0.803922
south dakota,discovered,1192.593632,998,0.301147
contracts gas,discovered,1192.430599,278,0.929766
build gas,discovered,1192.385515,320,0.822622
supply important,discovered,1192.302511,306,0.857143
scale supply,discovered,1192.288680,382,0.692029
year tariff,discovered,1191.005328,389,0.678883
macro picture,discovered,1190.432871,702,0.391741
strategic supplier,discovered,1190.279679,454,0.582051
sanctions imposed,discovered,1190.176340,273,0.941379
electrical energy,discovered,1190.001956,465,0.568460
recovery supply,discovered,1189.749144,328,0.801956
basically supply,discovered,1189.120222,350,0.752688
chain covid,discovered,1188.615390,306,0.854749
chain end,discovered,1188.503916,412,0.639752
bit trade,discovered,1188.157172,514,0.515547
strengthening supply,discovered,1188.066324,313,0.836898
significant oil,discovered,1187.793898,375,0.702247
diversified global,discovered,1187.462601,550,0.483729
uncertainty terms,discovered,1186.879792,587,0.455745
security digital,discovered,1186.752578,280,0.921053
price supply,discovered,1186.043924,381,0.690217
looking gas,discovered,1185.913105,441,0.596752
chinese business,discovered,1185.713860,655,0.413771
data artificial,discovered,1185.495032,296,0.878338
zero targets,discovered,1185.453450,302,0.862857
