bigram,origin,G2,target_freq,target_share
optimizing supply,discovered,1359.289670,493,0.611663
technology particularly,discovered,1359.260973,552,0.547619
supply mix,discovered,1359.033219,375,0.801282
delays supply,discovered,1358.776883,423,0.712121
asian demand,discovered,1358.445282,419,0.718696
development opportunities,discovered,1358.333403,2355,0.201041
europe given,discovered,1358.314128,657,0.464968
shortage issues,discovered,1358.295247,330,0.899183
demonstrate resilience,discovered,1358.289138,633,0.481003
solutions markets,discovered,1358.187856,498,0.605103
smart meter,discovered,1358.125198,798,0.392910
sector demand,discovered,1358.004066,518,0.582022
ore trade,discovered,1357.860319,323,0.915014
mineral sands,discovered,1357.834031,464,0.648951
gas growth,discovered,1357.446474,461,0.652975
traditional oil,discovered,1357.283758,395,0.761079
fully support,discovered,1357.085022,811,0.387482
generation markets,discovered,1357.032805,456,0.659913
decline raw,discovered,1356.952732,454,0.662774
electrical power,discovered,1356.880673,698,0.440101
services large,discovered,1356.825693,694,0.442320
budget environment,discovered,1356.819072,508,0.592765
talking energy,discovered,1356.583367,407,0.738657
companies supply,discovered,1356.425797,475,0.633333
tightening monetary,discovered,1356.390151,313,0.937126
environment marked,discovered,1356.252814,368,0.814159
access global,discovered,1355.821301,517,0.582207
markets key,discovered,1355.596342,833,0.378809
recent awards,discovered,1355.487631,559,0.539575
essential products,discovered,1355.407887,549,0.549000
war russia,discovered,1355.374813,299,0.967638
gas discoveries,discovered,1355.360619,342,0.870229
critical software,discovered,1355.205316,334,0.888298
changes energy,discovered,1355.072222,372,0.805195
volumes increased,discovered,1354.951131,2596,0.192553
positive macro,discovered,1354.646740,494,0.608374
consumer goods,discovered,1354.341333,1902,0.222118
textile industry,discovered,1354.265345,517,0.581552
health systems,discovered,1354.129165,1966,0.218469
risk economic,discovered,1354.114826,340,0.874036
markets likely,discovered,1354.070094,591,0.511246
large volumes,discovered,1354.068861,986,0.332322
gas line,discovered,1354.033051,464,0.647141
energy bills,discovered,1353.963159,404,0.742647
design manufacture,discovered,1353.712655,598,0.505495
sustainability energy,discovered,1353.505400,320,0.919540
term contracting,discovered,1353.268102,458,0.655222
volatility continue,discovered,1353.204691,570,0.528757
energy segment,discovered,1353.150934,1502,0.252183
confidence customers,discovered,1352.909169,783,0.397866
technologies services,discovered,1352.907425,596,0.506803
attack surface,discovered,1352.793441,421,0.712352
building inventory,discovered,1352.643215,1660,0.238369
expect oil,discovered,1352.595785,653,0.465763
european automotive,discovered,1352.594519,554,0.543137
project south,discovered,1352.081947,516,0.581736
unique industry,discovered,1351.614397,863,0.367390
require high,discovered,1351.575906,631,0.480213
compliance risk,discovered,1351.546172,556,0.540856
semiconductor materials,discovered,1351.339713,442,0.677914
china automotive,discovered,1351.065412,432,0.693419
remain supportive,discovered,1350.971748,547,0.549197
impact reduced,discovered,1350.959524,1025,0.322530
supply actually,discovered,1350.910747,450,0.665680
control energy,discovered,1350.883552,408,0.733813
local market,discovered,1350.667835,2943,0.182806
semiconductor content,discovered,1350.630815,412,0.726631
costs especially,discovered,1350.521203,956,0.339368
design activity,discovered,1350.049408,1287,0.276477
storage transportation,discovered,1349.837776,507,0.590909
water utilities,discovered,1349.657950,569,0.528319
production result,discovered,1349.510992,601,0.501669
needs growing,discovered,1349.108702,561,0.535305
business brazil,discovered,1349.093044,1036,0.319753
gas capacity,discovered,1348.956957,452,0.661786
supply oil,discovered,1348.851397,319,0.919308
government make,discovered,1348.716737,535,0.560209
real issue,discovered,1348.696266,1298,0.274825
prime contractors,discovered,1348.682038,502,0.596200
challenges seeing,discovered,1348.396704,679,0.448481
indonesia malaysia,discovered,1348.173891,524,0.571429
demand projected,discovered,1348.125109,355,0.837264
construction operation,discovered,1347.856254,550,0.545094
support existing,discovered,1347.727005,1011,0.325185
infrastructure protection,discovered,1347.721013,293,0.976667
customers rapidly,discovered,1347.389960,475,0.629139
wireless carrier,discovered,1347.379348,662,0.458449
shut production,discovered,1347.216852,637,0.474665
like steel,discovered,1347.110755,632,0.478064
gas obviously,discovered,1346.976345,431,0.692926
load growth,discovered,1346.940459,1170,0.293675
rise oil,discovered,1346.810071,357,0.832168
gas purchases,discovered,1346.778247,379,0.786307
additional security,discovered,1346.248636,471,0.633917
products expected,discovered,1346.232627,974,0.333905
social environmental,discovered,1346.194771,661,0.458709
continue volatile,discovered,1345.914323,584,0.514085
gas industrial,discovered,1345.732484,437,0.682813
country economic,discovered,1345.620984,384,0.775758
taking steps,discovered,1345.488726,2321,0.201493
earth elements,discovered,1345.342245,279,1.000000
customers cost,discovered,1345.339429,883,0.359528
prices fall,discovered,1345.271441,885,0.358881
primarily supply,discovered,1345.138926,454,0.657019
outside europe,discovered,1345.018266,1475,0.253960
diverse end,discovered,1344.895183,501,0.595719
american based,discovered,1344.608107,514,0.580791
ahead remainder,discovered,1344.266527,713,0.428486
scale solar,discovered,1344.230939,668,0.453804
recent supply,discovered,1344.197900,318,0.919075
lower realized,discovered,1344.180237,877,0.361203
energy economy,discovered,1343.861617,322,0.909605
focused mission,discovered,1343.828519,499,0.597605
plants united,discovered,1343.482301,360,0.823799
data governance,discovered,1343.042179,452,0.658892
face increasing,discovered,1343.042179,452,0.658892
development china,discovered,1342.942822,745,0.412286
various industries,discovered,1342.924277,747,0.411344
seeing china,discovered,1342.273287,862,0.365719
challenges ve,discovered,1342.269842,1417,0.259714
diesel gasoline,discovered,1342.162105,602,0.498344
energy utilities,discovered,1342.018770,614,0.489243
especially areas,discovered,1341.644458,830,0.376759
party gas,discovered,1341.527936,427,0.696574
medical equipment,discovered,1341.416951,1030,0.319776
investments renewable,discovered,1341.280791,398,0.746717
countries looking,discovered,1341.146548,497,0.598795
recovery economic,discovered,1341.100379,441,0.674312
improvements supply,discovered,1340.877462,696,0.436637
pricing policy,discovered,1340.862214,1069,0.311389
safety quality,discovered,1340.734480,875,0.361123
pipeline expansion,discovered,1340.605423,761,0.404357
gas position,discovered,1340.372957,386,0.768924
incremental gas,discovered,1340.232327,354,0.834906
president elect,discovered,1339.562317,376,0.788260
signs economic,discovered,1339.319236,556,0.536162
recovery chinese,discovered,1339.292007,335,0.876963
outlook near,discovered,1339.290206,559,0.533397
advanced ai,discovered,1339.204877,569,0.524424
delivery platform,discovered,1338.964975,906,0.351163
east eastern,discovered,1338.940960,443,0.670197
data loss,discovered,1338.717176,412,0.720280
consumer discretionary,discovered,1338.582664,730,0.418338
market infrastructure,discovered,1338.413056,636,0.472511
particularly natural,discovered,1338.272244,373,0.793617
technology people,discovered,1338.234383,979,0.331191
include potential,discovered,1338.211145,1080,0.308748
production delays,discovered,1337.882473,520,0.571429
gas vehicles,discovered,1337.790802,348,0.846715
critical success,discovered,1337.753666,1232,0.282634
environment business,discovered,1337.459608,1127,0.299734
high capacity,discovered,1337.320288,1604,0.241384
ultra high,discovered,1337.288751,1356,0.266091
global outlook,discovered,1337.277083,384,0.771084
infrastructure requirements,discovered,1337.196673,394,0.751908
trying mitigate,discovered,1337.036580,590,0.506003
efficiency sustainability,discovered,1337.001761,441,0.672256
overall semiconductor,discovered,1336.695026,475,0.624179
help build,discovered,1336.546851,1735,0.231302
sensitive data,discovered,1336.262944,500,0.593120
needs future,discovered,1336.029293,619,0.483594
steps mitigate,discovered,1335.991969,579,0.514667
terms economic,discovered,1335.866567,971,0.332762
time data,discovered,1335.820637,1366,0.264729
growth remain,discovered,1335.732283,1316,0.270838
needs energy,discovered,1335.507334,326,0.895604
web services,discovered,1335.498362,1090,0.306352
policy initiatives,discovered,1335.357881,399,0.741636
supply reliability,discovered,1335.255559,325,0.897790
view gas,discovered,1335.094889,345,0.851852
related events,discovered,1334.872940,825,0.377057
focus domestic,discovered,1334.842863,532,0.557652
chain inflationary,discovered,1334.615545,358,0.822989
second order,discovered,1334.552687,915,0.347644
uk based,discovered,1334.270632,739,0.412849
tariffs continue,discovered,1334.138220,370,0.797414
predict impact,discovered,1334.100636,550,0.539745
increases customers,discovered,1333.865340,1072,0.309648
positioned continue,discovered,1333.791887,2665,0.189235
large north,discovered,1333.517488,554,0.535783
commercial sectors,discovered,1333.396970,506,0.584971
data service,discovered,1333.197447,965,0.333795
local federal,discovered,1332.702578,388,0.760784
technology software,discovered,1332.634741,619,0.482463
uncertainty increased,discovered,1332.380752,346,0.848039
upstream gas,discovered,1332.336124,364,0.808889
like united,discovered,1332.279813,696,0.434186
customers innovative,discovered,1332.124132,516,0.573333
late 2020,discovered,1332.072520,900,0.351562
infrastructure really,discovered,1331.966200,656,0.457462
related power,discovered,1331.949203,564,0.526119
successful completion,discovered,1331.879643,1523,0.247924
platform provides,discovered,1331.867386,1051,0.313638
prices experienced,discovered,1331.867191,511,0.578709
ensure reliable,discovered,1331.734102,361,0.814898
lube base,discovered,1331.734102,361,0.814898
optimistic outlook,discovered,1331.349486,1229,0.282204
metals minerals,discovered,1330.614191,504,0.586047
systems data,discovered,1330.349632,528,0.559915
say trade,discovered,1330.342750,406,0.726297
gas region,discovered,1329.966576,319,0.908832
tariffs steel,discovered,1329.797782,295,0.964052
caused customers,discovered,1329.655105,432,0.682464
work support,discovered,1329.376768,817,0.378767
spending remains,discovered,1329.374155,592,0.501695
demand area,discovered,1329.374155,592,0.501695
ensure customers,discovered,1329.286441,916,0.346314
hart scott,discovered,1329.204867,593,0.500845
region continues,discovered,1329.022170,743,0.409592
consumers businesses,discovered,1328.997010,709,0.426338
continue engage,discovered,1328.740502,1271,0.275885
enabled solutions,discovered,1328.663244,550,0.537634
prices decline,discovered,1328.350238,799,0.385432
meet energy,discovered,1328.140029,329,0.884409
infrastructure critical,discovered,1328.140029,329,0.884409
generation mix,discovered,1327.937209,546,0.541130
critical operations,discovered,1327.776385,393,0.748571
coming oil,discovered,1327.700581,490,0.601227
diversifying supply,discovered,1327.663303,308,0.933333
